Meas_Num,Item,Series,Time_Stamp,Date,Time_s,Measurement_ID,Image,Intensity_Cnt_s,Normalized_Intensity_Cnt_s,Number_Acqs,Number_Unmarked_Acqs,Number_Marked_Acqs,Acqs_Unmarked,Acq_Time_s,DLS_Temp_C,Attenuation_Level,Laser_Power,Set_Temp_C,Ramp_Rate_C_min,Well,Row,Col,Configuration,Radius_nm,Amplitude,Diffusion_Coefficient_cm_s,Diameter_nm,Polydispersity_nm,PD,PD_Index,Mw_R_kDa,Baseline,SOS,Viscosity_from_Sample_Rh_cP,Lambda_1_s,Sigma_1_s,D10_nm,D50_nm,D90_nm,Span_D90_D10_D50,RMS_Error,Number_Unfiltered_Peaks_I,Number_Filtered_Peaks_I,Pre_correction_Internal_Standard_Rh_I_nm,Internal_Standard_Viscosity_I_cP,Mw_S_Da,_1_Mw_S_1_Da,Particle_Concentration_1_mL,Particle_Concentration_Calculation,Particle_Material,Particle_Shape,Particle_Core_Real_RI,Particle_Core_Imaginary_RI,Sample,Concentration_mg_mL,Mw_R_Model,dn_dc_mL_g,Conformation_Model_for_SLS,A2_mol_mL_g_2,Viscosity_Calculation_Use_Internal_Standard,Internal_Standard_Rh_nm,Internal_Standard_Rh_Range_Minimum_nm,Internal_Standard_Rh_Range_Maximum_nm,Solvent,Rfr_Idx_589nm_20C,Viscosity_cP,Temp_Model,Peak_Num,Peak_Radius_nm_I,Peak_Diameter_nm_I,Peak_Diffusion_Coefficient_cm_s_I,Peak_Mw_R_kDa_I,Peak_Pd_I,Peak_Pd_nm_I,Peak_Pd_Index_I,Peak_Intensity_I,Peak_Mass_I,Peak_Number_I,Membrane_Type,Protein_Type,Protein_Conc,Lipid_Type,Lipid_Conc,Polymer_Type,Polymer_Percentage,Buffer_Type,Buffer_Conc,pH,Salt_Conc,Polymer_Mr,Latex_Nanospheres,Experiment_ID
63,"F3 ",NULL,14:43:56,04/02/2020,2643,63,View,5.83E+06,1.19E+08,5,5,0,100,5.03316,25.0173,87.76,40,25,0,F3,6,3,2020-Feb-04 13:58:33,13.7869,0.205438,1.79E-07,27.5738,7.8695,57.0796,0.570796,1560.64,1.00463,2.94311,--,0.000247968,8892.15,--,--,--,--,0.000183593,5,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886624,Aqueous,3,93.7291,187.458,2.63E-08,138347,15.1361,14.1869,0.151361,15.2655,0.891897,0.000137535,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.5,TRIS,50,8,150,NULL,NULL,040340
63,"F3 ",NULL,14:43:56,04/02/2020,2643,63,View,5.83E+06,1.19E+08,5,5,0,100,5.03316,25.0173,87.76,40,25,0,F3,6,3,2020-Feb-04 13:58:33,13.7869,0.205438,1.79E-07,27.5738,7.8695,57.0796,0.570796,1560.64,1.00463,2.94311,--,0.000247968,8892.15,--,--,--,--,0.000183593,5,4,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886624,Aqueous,4,555.209,1110.42,4.43E-09,8.89E+06,5.99441,33.2815,0.0599441,1.38401,0.298075,2.79E-07,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.5,TRIS,50,8,150,NULL,NULL,040341
64,"F4 ",NULL,14:44:35,04/02/2020,2682,64,View,5.15E+06,2.79E+08,5,5,0,100,5.03316,25.0148,90.76,20,25,0,F4,6,4,2020-Feb-04 13:58:33,46.3572,0.235258,5.31E-08,92.7143,17.1961,37.0947,0.370947,26641.5,0.999778,1.33826,--,1675.93,1602.22,--,--,--,--,0.000402233,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886674,Aqueous,1,13.0238,26.0475,1.89E-07,1365.96,19.2998,2.51356,0.192998,6.396,45.7624,97.4526,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.1,TRIS,50,8,150,NULL,NULL,040342
64,"F4 ",NULL,14:44:35,04/02/2020,2682,64,View,5.15E+06,2.79E+08,5,5,0,100,5.03316,25.0148,90.76,20,25,0,F4,6,4,2020-Feb-04 13:58:33,46.3572,0.235258,5.31E-08,92.7143,17.1961,37.0947,0.370947,26641.5,0.999778,1.33826,--,1675.93,1602.22,--,--,--,--,0.000402233,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886674,Aqueous,2,66.7686,133.537,3.69E-08,62562.4,47.2375,31.5398,0.472375,93.604,54.2376,2.54742,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.1,TRIS,50,8,150,NULL,NULL,040343
65,"F5 ",NULL,14:45:14,04/02/2020,2721,65,View,6.70E+06,2.90E+08,5,5,0,100,5.03316,25.0061,90.76,25,25,0,F5,6,5,2020-Feb-04 13:58:33,46.6271,0.202765,5.28E-08,93.2542,15.9775,34.2667,0.342667,27005.9,0.99959,1.42757,--,1769.92,1481.09,--,--,--,--,0.00036818,3,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886853,Aqueous,1,11.1468,22.2937,2.21E-07,949.084,24.2032,2.6979,0.242032,6.07091,58.7169,99.3721,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.1,TRIS,50,8,150,NULL,NULL,040344
65,"F5 ",NULL,14:45:14,04/02/2020,2721,65,View,6.70E+06,2.90E+08,5,5,0,100,5.03316,25.0061,90.76,25,25,0,F5,6,5,2020-Feb-04 13:58:33,46.6271,0.202765,5.28E-08,93.2542,15.9775,34.2667,0.342667,27005.9,0.99959,1.42757,--,1769.92,1481.09,--,--,--,--,0.00036818,3,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886853,Aqueous,2,67.1231,134.246,3.67E-08,63342.3,41.8246,28.074,0.418246,93.9291,41.2831,0.627948,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.1,TRIS,50,8,150,NULL,NULL,040345
66,"F6 ",NULL,14:45:53,04/02/2020,2760,66,View,5.81E+06,2.91E+08,5,5,0,100,5.03316,24.998,95,40,25,0,F6,6,6,2020-Feb-04 13:58:33,47.5389,0.184205,5.18E-08,95.0778,14.813,31.1598,0.311598,28257.8,0.999693,0.950424,--,1826.07,1338.63,--,--,--,--,0.000325376,3,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887018,Aqueous,1,8.73254,17.4651,2.82E-07,536.117,24.6684,2.15418,0.246684,2.4974,50.9263,99.0249,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.1,TRIS,50,8,150,NULL,NULL,040346
66,"F6 ",NULL,14:45:53,04/02/2020,2760,66,View,5.81E+06,2.91E+08,5,5,0,100,5.03316,24.998,95,40,25,0,F6,6,6,2020-Feb-04 13:58:33,47.5389,0.184205,5.18E-08,95.0778,14.813,31.1598,0.311598,28257.8,0.999693,0.950424,--,1826.07,1338.63,--,--,--,--,0.000325376,3,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887018,Aqueous,2,66.3563,132.713,3.71E-08,61662.1,49.6136,32.9218,0.496136,97.5026,49.0737,0.975052,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.1,TRIS,50,8,150,NULL,NULL,040347
67,"F7 ",NULL,14:46:32,04/02/2020,2799,67,View,5.56E+06,1.24E+08,5,5,0,100,5.03316,24.9906,91,50,25,0,F7,6,7,2020-Feb-04 13:58:33,48.5024,0.177793,5.07E-08,97.0047,27.685,57.0796,0.570796,29616,1.00098,0.571533,--,2.86E-05,2525.83,--,--,--,--,0.000327368,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887169,Aqueous,1,8.14237,16.2847,3.02E-07,455.149,18.2075,1.48252,0.182075,1.78331,38.0566,95.7742,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.05,TRIS,50,8,150,NULL,NULL,040348
67,"F7 ",NULL,14:46:32,04/02/2020,2799,67,View,5.56E+06,1.24E+08,5,5,0,100,5.03316,24.9906,91,50,25,0,F7,6,7,2020-Feb-04 13:58:33,48.5024,0.177793,5.07E-08,97.0047,27.685,57.0796,0.570796,29616,1.00098,0.571533,--,2.86E-05,2525.83,--,--,--,--,0.000327368,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887169,Aqueous,2,76.2425,152.485,3.23E-08,85338.2,82.2605,62.7174,0.822605,98.2167,61.9434,4.22579,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.05,TRIS,50,8,150,NULL,NULL,040349
68,"F8 ",NULL,14:47:11,04/02/2020,2838,68,View,5.49E+06,1.36E+08,5,5,0,100,5.03316,24.9895,83.8,25,25,0,F8,6,8,2020-Feb-04 13:58:33,47.4389,0.217141,5.19E-08,94.8778,27.078,57.0796,0.570796,28118.9,1.00109,0.713571,--,1.54E-05,2582.38,--,--,--,--,0.000435665,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887191,Aqueous,1,6.91352,13.827,3.56E-07,310.39,11.9057,0.823102,0.119057,2.57299,63.4593,99.7218,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.05,TRIS,50,8,150,NULL,NULL,040350
68,"F8 ",NULL,14:47:11,04/02/2020,2838,68,View,5.49E+06,1.36E+08,5,5,0,100,5.03316,24.9895,83.8,25,25,0,F8,6,8,2020-Feb-04 13:58:33,47.4389,0.217141,5.19E-08,94.8778,27.078,57.0796,0.570796,28118.9,1.00109,0.713571,--,1.54E-05,2582.38,--,--,--,--,0.000435665,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887191,Aqueous,2,46.5274,93.0548,5.29E-08,26871,41.8889,19.4898,0.418889,76.7463,22.5247,0.277029,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.05,TRIS,50,8,150,NULL,NULL,040351
68,"F8 ",NULL,14:47:11,04/02/2020,2838,68,View,5.49E+06,1.36E+08,5,5,0,100,5.03316,24.9895,83.8,25,25,0,F8,6,8,2020-Feb-04 13:58:33,47.4389,0.217141,5.19E-08,94.8778,27.078,57.0796,0.570796,28118.9,1.00109,0.713571,--,1.54E-05,2582.38,--,--,--,--,0.000435665,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887191,Aqueous,3,180.118,360.237,1.37E-08,637871,20.8961,37.6378,0.208961,20.6807,14.016,0.00115232,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.05,TRIS,50,8,150,NULL,NULL,040352
69,"F9 ",NULL,14:47:50,04/02/2020,2877,69,View,5.99E+06,1.48E+08,5,5,0,100,5.03316,24.9877,83.8,25,25,0,F9,6,9,2020-Feb-04 13:58:33,49.0356,0.209369,5.02E-08,98.0712,27.9893,57.0796,0.570796,30383.5,1.00265,1.66735,--,2.65E-06,2498.17,--,--,--,--,0.000420479,4,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887228,Aqueous,1,74.6837,149.367,3.29E-08,81311.6,85.0654,63.53,0.850654,100,100,100,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.05,TRIS,50,8,150,NULL,NULL,040353
70,"F10 ",NULL,14:48:29,04/02/2020,2916,70,View,5.14E+06,6.66E+07,5,5,0,100,5.03316,24.9876,69.112,25,25,0,F10,6,10,2020-Feb-04 13:58:33,83.1892,0.196198,2.96E-08,166.378,47.4841,57.0796,0.570796,104653,1.01016,5.60908,--,1.59E-05,1472.54,--,--,--,--,0.000431753,4,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887229,Aqueous,1,9.40193,18.8039,2.62E-07,637.252,9.8494,0.926033,0.098494,2.04797,32.8889,99.6498,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.01,TRIS,50,8,150,NULL,NULL,040354
70,"F10 ",NULL,14:48:29,04/02/2020,2916,70,View,5.14E+06,6.66E+07,5,5,0,100,5.03316,24.9876,69.112,25,25,0,F10,6,10,2020-Feb-04 13:58:33,83.1892,0.196198,2.96E-08,166.378,47.4841,57.0796,0.570796,104653,1.01016,5.60908,--,1.59E-05,1472.54,--,--,--,--,0.000431753,4,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887229,Aqueous,2,51.7187,103.437,4.76E-08,34416.9,19.2869,9.97494,0.192869,62.7129,15.491,0.339998,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.01,TRIS,50,8,150,NULL,NULL,040355
70,"F10 ",NULL,14:48:29,04/02/2020,2916,70,View,5.14E+06,6.66E+07,5,5,0,100,5.03316,24.9876,69.112,25,25,0,F10,6,10,2020-Feb-04 13:58:33,83.1892,0.196198,2.96E-08,166.378,47.4841,57.0796,0.570796,104653,1.01016,5.60908,--,1.59E-05,1472.54,--,--,--,--,0.000431753,4,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887229,Aqueous,3,220.527,441.054,1.12E-08,1.02E+06,16.8354,37.1267,0.168354,35.2392,51.6201,0.0101963,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.01,TRIS,50,8,150,NULL,NULL,040356
71,F11  (Incomplete),NULL,14:49:14,04/02/2020,2961,71,View,4.80E+06,1.62E+08,4,4,0,100,5.03316,24.9921,90.112,30,25,0,F11,6,11,2020-Feb-04 13:58:33,632.786,0.169862,3.89E-09,1265.57,361.192,57.0796,0.570796,1.21E+07,1.04583,57.2872,--,3.15E-07,193.61,--,--,--,--,0.000834016,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887137,Aqueous,1,96.6307,193.261,2.55E-08,148577,31.96,30.8832,0.3196,27.578,6.07169,90.8194,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.01,TRIS,50,8,150,NULL,NULL,040357
71,F11  (Incomplete),NULL,14:49:14,04/02/2020,2961,71,View,4.80E+06,1.62E+08,4,4,0,100,5.03316,24.9921,90.112,30,25,0,F11,6,11,2020-Feb-04 13:58:33,632.786,0.169862,3.89E-09,1265.57,361.192,57.0796,0.570796,1.21E+07,1.04583,57.2872,--,3.15E-07,193.61,--,--,--,--,0.000834016,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887137,Aqueous,2,715.846,1431.69,3.44E-09,1.61E+07,63.1997,452.412,0.631997,72.422,93.9283,9.1806,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.01,TRIS,50,8,150,NULL,NULL,040358
72,"F12 ",NULL,14:51:40,04/02/2020,3107,72,View,3.48E+06,2.78E+08,5,5,0,100,5.03316,25.0019,95,25,25,0,F12,6,12,2020-Feb-04 13:58:33,476.898,0.216985,5.16E-09,953.796,272.212,57.0796,0.570796,6.23E+06,1.02582,83.6053,--,8.77E-06,256.964,--,--,--,--,0.000642714,5,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886938,Aqueous,1,74.265,148.53,3.31E-08,80248.9,23.3416,17.3346,0.233416,27.1143,3.51475,95.4148,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.01,TRIS,50,8,150,NULL,NULL,040359
72,"F12 ",NULL,14:51:40,04/02/2020,3107,72,View,3.48E+06,2.78E+08,5,5,0,100,5.03316,25.0019,95,25,25,0,F12,6,12,2020-Feb-04 13:58:33,476.898,0.216985,5.16E-09,953.796,272.212,57.0796,0.570796,6.23E+06,1.02582,83.6053,--,8.77E-06,256.964,--,--,--,--,0.000642714,5,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886938,Aqueous,2,764.337,1528.67,3.22E-09,1.88E+07,37.9267,289.888,0.379267,72.8857,96.4852,4.5852,E. coli Membrane,NULL,NULL,NULL,0.157,SMI,0.01,TRIS,50,8,150,NULL,NULL,040360
73,"G1 ",NULL,14:52:33,04/02/2020,3160,73,View,5.16E+06,8.18E+07,5,5,0,100,5.03316,24.9996,91,70,25,0,G1,7,1,2020-Feb-04 13:58:33,11.5039,0.180414,2.14E-07,23.0078,4.76174,41.3925,0.413925,1021.75,1.00013,0.0999361,--,5931.05,7191.9,--,--,--,--,0.000153967,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886984,Aqueous,1,13.6916,27.3831,1.80E-07,1535.5,48.9221,6.69819,0.489221,90.2737,99.1855,100,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.5,TRIS,50,8,150,NULL,NULL,040361
73,"G1 ",NULL,14:52:33,04/02/2020,3160,73,View,5.16E+06,8.18E+07,5,5,0,100,5.03316,24.9996,91,70,25,0,G1,7,1,2020-Feb-04 13:58:33,11.5039,0.180414,2.14E-07,23.0078,4.76174,41.3925,0.413925,1021.75,1.00013,0.0999361,--,5931.05,7191.9,--,--,--,--,0.000153967,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886984,Aqueous,2,108.961,217.923,2.26E-08,196783,27.5973,30.0704,0.275973,5.72331,0.245961,8.52E-06,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.5,TRIS,50,8,150,NULL,NULL,040362
73,"G1 ",NULL,14:52:33,04/02/2020,3160,73,View,5.16E+06,8.18E+07,5,5,0,100,5.03316,24.9996,91,70,25,0,G1,7,1,2020-Feb-04 13:58:33,11.5039,0.180414,2.14E-07,23.0078,4.76174,41.3925,0.413925,1021.75,1.00013,0.0999361,--,5931.05,7191.9,--,--,--,--,0.000153967,5,3,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886984,Aqueous,3,526.338,1052.68,4.68E-09,7.84E+06,22.5075,118.465,0.225075,4.00301,0.568569,1.87E-07,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.5,TRIS,50,8,150,NULL,NULL,040363
74,"G2 ",NULL,14:53:12,04/02/2020,3199,74,View,5.49E+06,9.67E+07,5,5,0,100,5.03316,25.0121,83.8,35,25,0,G2,7,2,2020-Feb-04 13:58:33,11.3063,0.262885,2.18E-07,22.6125,5.09904,45.0993,0.450993,981.146,1.00095,0.419082,--,5101.39,8027.92,--,--,--,--,0.000257776,5,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886729,Aqueous,1,14.0957,28.1914,1.75E-07,1643.65,58.3744,8.22826,0.583744,93.9937,99.4643,100,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.5,TRIS,50,8,150,NULL,NULL,040364
74,"G2 ",NULL,14:53:12,04/02/2020,3199,74,View,5.49E+06,9.67E+07,5,5,0,100,5.03316,25.0121,83.8,35,25,0,G2,7,2,2020-Feb-04 13:58:33,11.3063,0.262885,2.18E-07,22.6125,5.09904,45.0993,0.450993,981.146,1.00095,0.419082,--,5101.39,8027.92,--,--,--,--,0.000257776,5,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886729,Aqueous,2,244.774,489.549,1.01E-08,1.31E+06,34.1967,83.7048,0.341967,6.00633,0.535653,1.25E-05,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.5,TRIS,50,8,150,NULL,NULL,040365
75,"G3 ",NULL,14:53:51,04/02/2020,3238,75,View,5.31E+06,1.03E+08,5,5,0,100,5.03316,25.0162,82.84,30,25,0,G3,7,3,2020-Feb-04 13:58:33,11.1711,0.269713,2.20E-07,22.3422,4.6158,41.3191,0.413191,953.927,1.00027,0.146891,--,6126.94,7395.8,--,--,--,--,0.000215905,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886646,Aqueous,1,16.0111,32.0223,1.54E-07,2214.55,65.6908,10.5178,0.656908,97.7839,99.4989,100,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.5,TRIS,50,8,150,NULL,NULL,040366
75,"G3 ",NULL,14:53:51,04/02/2020,3238,75,View,5.31E+06,1.03E+08,5,5,0,100,5.03316,25.0162,82.84,30,25,0,G3,7,3,2020-Feb-04 13:58:33,11.1711,0.269713,2.20E-07,22.3422,4.6158,41.3191,0.413191,953.927,1.00027,0.146891,--,6126.94,7395.8,--,--,--,--,0.000215905,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886646,Aqueous,2,723.372,1446.74,3.40E-09,1.65E+07,27.6188,199.787,0.276188,2.21611,0.501119,2.64E-07,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.5,TRIS,50,8,150,NULL,NULL,040367
76,"G4 ",NULL,14:54:31,04/02/2020,3278,76,View,5.59E+06,3.52E+08,5,5,0,100,5.03316,25.014,84.112,10,25,0,G4,7,4,2020-Feb-04 13:58:33,43.7643,0.248255,5.63E-08,87.5286,14.6464,33.4666,0.334666,23284.7,0.999614,0.970597,--,1913.62,1545.82,--,--,--,--,0.000388219,2,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.88669,Aqueous,1,62.5058,125.012,3.94E-08,53613.4,57.8099,36.1346,0.578099,100,100,100,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.1,TRIS,50,8,150,NULL,NULL,040368
77,"G5 ",NULL,14:55:10,04/02/2020,3317,77,View,6.01E+06,3.04E+08,5,5,0,100,5.03316,25.006,90.112,20,25,0,G5,7,5,2020-Feb-04 13:58:33,43.9507,0.270115,5.60E-08,87.9015,15.1965,34.5762,0.345762,23517.5,0.999507,1.61946,--,1866.66,1583.92,--,--,--,--,0.000404997,2,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886853,Aqueous,1,61.5978,123.196,4.00E-08,51808.7,51.7282,31.8634,0.517282,100,100,100,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.1,TRIS,50,8,150,NULL,NULL,040369
78,"G6 ",NULL,14:55:49,04/02/2020,3356,78,View,4.83E+06,3.26E+08,5,5,0,100,5.03316,24.9997,90.112,15,25,0,G6,7,6,2020-Feb-04 13:58:33,44.2828,0.271409,5.56E-08,88.5657,14.0979,31.8359,0.318359,23935.4,0.999843,1.44696,--,1941.18,1463.14,--,--,--,--,0.00054825,4,1,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.886982,Aqueous,1,58.8105,117.621,4.18E-08,46488.9,51.9117,30.5295,0.519117,100,100,100,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.1,TRIS,50,8,150,NULL,NULL,040370
79,"G7 ",NULL,14:56:29,04/02/2020,3396,79,View,5.68E+06,1.42E+08,5,5,0,100,5.03316,24.9932,84.0016,25,25,0,G7,7,7,2020-Feb-04 13:58:33,39.4728,0.262441,6.23E-08,78.9456,13.3445,33.8067,0.338067,18289.3,0.999846,0.79438,--,2107.75,1728.18,--,--,--,--,0.000337863,6,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887116,Aqueous,1,51.833,103.666,4.75E-08,34595.1,52.6355,27.2826,0.526355,98.003,71.4902,100,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.05,TRIS,50,8,150,NULL,NULL,040371
79,"G7 ",NULL,14:56:29,04/02/2020,3396,79,View,5.68E+06,1.42E+08,5,5,0,100,5.03316,24.9932,84.0016,25,25,0,G7,7,7,2020-Feb-04 13:58:33,39.4728,0.262441,6.23E-08,78.9456,13.3445,33.8067,0.338067,18289.3,0.999846,0.79438,--,2107.75,1728.18,--,--,--,--,0.000337863,6,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.887116,Aqueous,2,2197.44,4394.87,1.12E-09,2.22E+08,26.1314,574.221,0.261314,1.99702,28.5098,3.61E-05,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.05,TRIS,50,8,150,NULL,NULL,040372
80,"G8 ",NULL,14:57:08,04/02/2020,3435,80,View,6.10E+06,1.45E+08,5,5,0,100,5.03316,24.9905,83.2029,25,25,0,G8,7,8,2020-Feb-04 13:58:33,40.0435,0.240188,6.14E-08,80.0869,14.1469,35.3289,0.353289,18914,1.00044,1.00195,--,2017.38,1771.81,--,--,--,--,0.00035486,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.88717,Aqueous,1,8.05132,16.1026,3.06E-07,443.329,20.1884,1.62543,0.201884,3.53811,70.2136,99.3127,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.05,TRIS,50,8,150,NULL,NULL,040373
80,"G8 ",NULL,14:57:08,04/02/2020,3435,80,View,6.10E+06,1.45E+08,5,5,0,100,5.03316,24.9905,83.2029,25,25,0,G8,7,8,2020-Feb-04 13:58:33,40.0435,0.240188,6.14E-08,80.0869,14.1469,35.3289,0.353289,18914,1.00044,1.00195,--,2017.38,1771.81,--,--,--,--,0.00035486,4,2,--,--,--,--,--,NULL,Protein,Sphere,1.584,0,NULL,0,Globular Proteins,0.185,Sphere,0,NULL,50,25,1000,Water,1.333,0.88717,Aqueous,2,49.6038,99.2077,4.96E-08,31213.7,39.3521,19.5201,0.393521,96.4619,29.7864,0.68731,E. coli Membrane,NULL,NULL,NULL,0.078,SMI,0.05,TRIS,50,8,150,NULL,NULL,040374
